診療項目代碼,健保支付點數,開始日期,結束日期,英文項目名稱,中文項目名稱,附註
16001C,0000070,19950301,29101231,Semen analysis,精液分析,包括 motility, count, morphology, amount,appearance, PH 測定
16002C,0000170,20120101,29101231,Ascitic fluid analysis,腹水分析,包括蛋白定性、血球計數、白血球分類。Include protein-qualitative、cell count & DC
16003C,0000170,20120101,29101231,Pleural fluid analysis,胸水分析,包括蛋白定性、血球計數、白血球分類。Include protein-qualitative、cell count & DC
16004C,0000170,20120101,29101231,Gastric juice analysis,胃液分析,包括數量、顏色、混濁度、粘液、臭氣、PH、Pepsin及乳酸定量、潛血、蟲卵在內
16005B,0000170,20120101,29101231,Duodenal juice analysis,十二指腸液分析,包括數量、顏色、混濁度、粘液、臭氣、PH、Pepsin及乳酸定量、潛血、蟲卵在內
16006C,0000170,19950301,29101231,CSF,腦脊髓液分析,包括WBC, RBC, Pandy's, neutrophil,lymphocyte, eosinophil在內
16007C,0000070,20120101,29101231,Pus or discharge analysis,膿或分泌物分析,如同時實施其他生化、血液檢查,比照本標準表已有項目申報
16008C,0000168,20040701,29101231,Synovial fluid analysis-Routine,關節囊液分析--常規檢查,
16009C,0000170,20031201,29101231,Pericardial fluid routine test (Pandytest, cell count, differential count ),心胞膜液常規檢查(含蛋白定性、血球計數、白血球分類),其他心胞膜液各項檢查,請就實際檢查內容依支付標準生化學、細胞學、細菌學..等各章節所訂項目及點數申報費用。
16010C,0000170,20031201,29101231,Analysis of total cell count and differntiation in BAL fluid,分析肺泡灌洗液之細胞總數及分類,
16011C,0000170,20031201,29101231,Shake test,搖晃試驗,
16012C,0000174,20040701,29101231,Synovial fluid analysis-Alizarin Red S stain,關節囊液分析--茜素紅S 染色,
16013C,0000131,20040701,29101231,Synovial fluid analysis-Crystal exam,關節囊液分析--偏光鏡檢查,
17,0000250,20070101,29101231,,,註:本項業務自95.1.1起移歸國民健康局管理。
17001C,0000085,20150201,29101231,Wrights peak flow meter-portable,萊特氏最高流量計—移動型,註:內含一般材料費及單一使用拋棄式之過濾器
17002B,0000085,20150201,29101231,Pi max and Pe max,最大吸氣壓及最大吐氣壓,1.限呼吸器 weaning時申報。2.內含一般材料費及單一使用拋棄式之過濾器。
17003C,0000305,20150201,29101231,Flow-volume curve,流量容積圖形檢查,註：內含一般材料費及單一使用拋棄式之過濾器。
17004B,0000485,20150201,20170430,Lung volume with functional residual capacity,標準肺量測定 (包括FRC測定),1.包含流速－容積測定 (flow-volume test)、肺通氣試驗(Ventilation test)、肺餘量試驗(residual volume test)2.內含一般材料費及單一使用拋棄式之過濾器。停止原因：診療項目代碼變更為17004C
17004C,0000485,20170501,29101231,Lung volume with functional residual capacity,標準肺量測定 (包括FRC測定),1.包含流速－容積測定 (flow-volume test)、肺通氣試驗(Ventilation test)、肺餘量試驗(residual volume test)2.內含一般材料費及單一使用拋棄式之過濾器。3.除山地離島地區外，基層院所限由專任醫師開立處方始可申報。
17005B,0000275,20150201,29101231,Single breath nitrogen washout test,單次呼吸肺氮廓清試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17006B,0000485,20150201,20170430,Bronchodilator test,支氣管擴張劑試驗,註：內含一般材料費及單一使用拋棄式之過濾器。停止原因：診療項目代碼變更為17006C
17006C,0000485,20170501,29101231,Bronchodilator test,支氣管擴張劑試驗,1.內含一般材料費及單一使用拋棄式之過濾器。2.除山地離島地區外，基層院所限由專任醫師開立處方始可申報
17007B,0000835,20150201,29101231,Standard bronchodilator test,標準支氣管擴張劑試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17008B,0004535,20150201,29101231,,睡眠多項生理檢查,1.含EEG、EMG、ECG、EOG、respiratory airflow、thoracic respiratory effort、abdominal respiratory effort。2.適應症如下：(1)睡眠呼吸障礙、猝睡症、睡眠行為異常、parasomnia癲癇引起的睡眠中斷、神經肌肉疾病侷限性胸廓異常合併睡眠問題。(2)不得做慢性肺部疾病例行診斷。(3)「困難處理失眠症」之鑑別診斷。3.內含一般材料費及單一使用拋棄式之過濾器。
17009B,0000355,20150201,29101231,CO diffusing capacity,一氧化碳肺瀰散量測定,註：內含一般材料費及單一使用拋棄式之過濾器。
17010B,0000275,20150201,29101231,Pressure volume curve,壓力容積圖形試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17011B,0000275,20150201,29101231,Pressure flow curve,壓力流量圖形試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17012B,0000485,20150201,29101231,Pressure volume curve and pressure flow curve,壓力容積圖形及壓力流量圖形試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17013B,0000275,20150201,29101231,CO2 stimulation test and mouth occlusion pressure,二氧化碳刺激試驗及閉口壓,註：內含一般材料費及單一使用拋棄式之過濾器。
17014B,0000305,20150201,29101231,Closing volume,閉鎖容積試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17015B,0000445,20150201,29101231,Hypoxic stimulation test,缺氧刺激試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17016B,0001535,20150201,29101231,Exercise pulmonary function test (stress test),運動肺功能試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17017B,0000090,20150201,29101231,Haloscale respiration,全階呼吸量測定,1.限呼吸器 weaning時申報。2.內含一般材料費及單一使用拋棄式之過濾器。
17018B,0000305,20150201,29101231,Basal metabolic rate,基礎代謝率,註：內含一般材料費及單一使用拋棄式之過濾器。
17019C,0000909,20151201,29101231,Bronchial provocation test,支氣管激發試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17020B,0000335,20150201,29101231,Mutiple breath nitrogen washout test,多次呼吸肺氮廓清試驗,註：內含一般材料費及單一使用拋棄式之過濾器。
17021B,0000175,20150201,29101231,Microbobble test,肺成熟度檢查–微小氣泡檢測法,1.適應症:妊娠週數小於38週，出生後發生呼吸窘迫之新生兒。2.內含一般材料費及單一使用拋棄式之過濾器。
18001C,0000150,19950301,29101231,E.K.G. (Electrocardiography),心電圖,
18002B,0000360,19950301,29101231,V.C.G. (Vectorcardiography),向量心電圖,限由心臟專科醫師施行後申報
18003C,0000250,19950301,29101231,Masters two-step test,馬斯特運動心電圖,限由心臟專科醫師施行後申報
18004C,0000450,19950301,29101231,Masters two-step test,馬斯特運動心電圖,1.with contrast 2.限由心臟專科醫師施行後申報
18005B,0001200,19950501,20170430,Echocardiography (-M-mode and -sector- scan),超音波心臟圖(包括單面、雙面),限由心臟專科醫師施行後申報。停止原因：診療項目代碼變更為18005C
18005C,0001200,20170501,29101231,Echocardiography (-M-mode and -sector- scan),超音波心臟圖(包括單面、雙面),1.限由心臟專科醫師施行後申報。2.除山地離島地區外，基層院所限由專任醫師開立處方始可申報
18006B,0000600,19950501,20170430,Doppler echocardiography,杜卜勒氏超音波心臟圖,限由心臟專科醫師施行後申報。停止原因：診療項目代碼變更為18006C
18006C,0000600,20170501,29101231,Doppler echocardiography,杜卜勒氏超音波心臟圖,1.限由心臟專科醫師施行後申報。2.除山地離島地區外，基層院所限由專任醫師開立處方始可申報
18007B,0002000,20170501,29101231,Doppler color flow mapping,杜卜勒氏彩色心臟血流圖,1.已含超音波心臟圖，不得同時申報18006C。2.適應症：(1)心臟手術或介入性治療前後之評估。(2)瓣膜性心臟疾病。(3)先天性心臟病。(4)心肌病變或缺血性心臟病。(5)主動脈病變。(6)心臟衰竭。
18008C,0000150,20040701,29101231,Doppler flowmetry (perivasculary),杜卜勒氏血流測定(週邊血管),
18009B,0001170,20040701,29101231,PVR (pulse volume recording),動脈分段血流及壓力之測定,
18010B,0000900,20040701,29101231,CPA (carotid phonoangiography),頸動脈聲圖檢查,
18011B,0000540,20040701,29101231,Doppler extremity and pressure recording,四肢血流探測,壓力測量並記錄,
18012B,0002340,20040701,29101231,PRG (phleborheograph),深部靜脈血流檢查圖,
18013C,0000259,20060101,29101231,Fetal monitor ≦ 3hrs,胎心音監視 (3小時以內),
18014C,0000045,20060101,29101231,Fetal monitor,per hour after the first 3 hours,胎心音監視 (3小時後每小時),一日內累積監視超過六小時者仍以六小時計。
18015B,0000900,19950301,29101231,Treadmill exercise test or graded exercise test, GXT,極度踏車運動試驗,
18016B,0000180,19950301,29101231,J.P. (Jugular pulse),頸靜脈波圖,
18017B,0000180,19950301,29101231,C.P. (Carotid pulse),頸動脈波圖,
18018B,0000700,19950301,29101231,P.C.G. (Phonocardiography),心音圖檢查,
18019B,0002800,19950501,29101231,24hrs. Holtor's scan,攜帶式心電圖記錄檢查,1.包括材料費(patient kit)在內 2.限心臟專科醫師實施，申報費用應附檢查報告
18020B,0003840,20040701,29101231,Cardiac cath- one side,心導管－ 一側,
18021B,0005120,20040701,29101231,Cardiac cath- both side,心導管－ 二側,
18022B,0007000,20040701,29101231,Coronary angiography,冠狀動脈攝影,
18023B,0002560,20040701,29101231,HBE (His Bundle electrogram),希氏束檢查,
18024B,0003600,20040701,29101231,Electrophysiology- general,電氣生理檢查－ 一般性,
18025B,0005500,20040701,29101231,Electrophysiology-complex,電氣生理檢查－ 複雜性,
18026B,0004830,20040701,29101231,Cardioangiography,心室造影,
18027B,0004830,20040701,29101231,Aortography(cineangiography),主動脈造影,
18028B,0000960,19950301,29101231,Cardioversion (one course),心律調復術,
18029B,0001000,19950501,29101231,Cardiac output,心輸出量測定,
18030B,0000100,19950501,29101231,Second time cardiac output,心輸出量測定第二次以後,1.第二次以後，每次測定支付100點。2.每日最多以申報二次為限。
18031B,0000200,20040701,29101231,Regitine test (phentolamine test),立致停測定,
18032B,0000200,20040701,29101231,Histamine test,組織胺測定,
18033B,0004000,20040701,29101231,T.E.E,經食道超音波心圖,
18034B,0001020,20040701,29101231,Wrist ECG Recorder,手腕式心律紀錄檢查 ，三十日內每人次,含一般及特殊材料費。
18035B,0000550,20060101,29101231,Fetal monitor, per day,胎心音監視(每日),限住院患者申報。
18036B,0000150,20031201,29101231,R-R interval variation，RRIV,心跳間變異數,
18037B,0000760,20060101,29101231,Fetal,umbilical cord,or gravid uterine artery Doppler ultrasound,胎兒、臍帶、或孕期子宮動脈杜卜勒超音波,含胎兒超音波檢查。
18038B,0000555,20060101,29101231,Pelvic Doppler ultrasound,骨盆腔血流檢查,含骨盆腔超音波檢查。
18039B,0000313,20060101,29101231,Non-stress test,無壓迫性試驗,
18040B,0000626,20060101,29101231,Oxytocin challenge test,催產素挑釁試驗(胎盤功能試驗),使用之點滴及藥物另行申報。
18041B,0000800,20031201,29101231,Sonography for peripheral vessel,周邊動靜脈血管超音波檢查,包括血管形態及血流之波相、流速、流量、阻力等測量。
18042B,0000200,20031201,29101231,Tourniquet test (including Perthes's test and Brodie-Trendelenburg test--etc.),靜脈曲張檢查,
18043B,0007500,20090101,29101231,Coronary Intravascular Ultrasound,冠狀動脈血管內超音波,1.包含心導管檢查費用2.適應症：(1)左主幹冠狀動脈；左前降枝、左迴旋枝及右冠狀動脈開口病灶；及慢性完全阻塞性之病灶(2)評估支架內再狹窄之原因及選擇最佳的治療方法(3)血管狹窄長度超過35毫米或短於5毫米且狹窄原因不明的治療方式(4)在完成介入性治療後(包括氣球擴張術或血管支架置放術)，血管攝影仍呈現內膜剝離或填充缺陷之影像時(5)冠狀動脈鈣化嚴重，欲以血管鑽頭研磨器作為治療工具之血管(6)作為冠狀動脈斑塊去除術(DCA)之準則及依據。
18044B,0002695,20121001,29101231,Stress echocardiography,負荷式心臟超音波心臟圖,1.適應症如下：詳支付標準表。2.相關規範：(1)限心臟專科醫師執行。(2)限一年申報一次。(3)不得同時申報之診療項目及編號：18003C、18004C，若適應症為1 , 2 , 7 不應同時申報運動心電圖(18015B)。若適應症為8不應同時申報核子醫學攝影。(4)費用申報時必要之附件：休息時心臟超音波左心室局部活動與最高負荷時左心室局部活動的變化。
18045B,0001610,20140201,29101231,Head-up Tilt table test,傾斜床檢查,1.適應症如下：(1)首次發生暈厥合併頭部或其他身體部位之外傷。(2)首次暈厥發生在工作中，並足以影響公共安全者，如：大眾運輸工具司機(3)暈厥反覆發生而無明顯心臟疾病之病患。(4)心臟疾病患者，反覆發生非心因性暈厥。(5)鑑別迷走神經反應或姿態性低血壓引起之暈厥。2.相關規範：(1)限心臟專科或神經科或耳鼻喉科專科醫師執行。(2)限一年申報一次。(3)不得同時申報之診療項目及編號：A.心電圖監控(編號：18001C、18002B及47032B)B.血壓監控(編號：47033B)C.靜脈輸液相關費用(編號：39016B)。(4)費用申報時必要之附件：完整之檢查報告(含血壓、心跳、藥物劑量、與病人症狀之紀錄)
18046B,0003322,20150201,29101231,Bioreactance non-invasive cardiac output and hemodynamic monitoring,生物電抗非侵入式心輸出量及血流動力學監測,1.適應症：(1)心臟手術患者，手術中或手術後心臟功能衰竭，有立即生命危險者。(2)心臟病人，使用數種強心劑。(3)各種休克病人，心臟血管功能衰竭，使用數種心臟藥物，亦無法有效改善者。 2.支付規範：(1)限加護病房患者申報。(2)同次住院限申報1次。(3)執行本項時不得同時執行18029B「心輸出量測定」及18030B「第二次心輸出量測定」。
19,0000320,20100201,29101231,,,註:本項業務自95.1.1起移歸國民健康局管理。修改文字
19001C,0000882,20120101,29101231,Abdominal ultrasound,腹部超音波（包括肝liver, 膽囊gall bladder, 胰pancreas,脾spleen, 下腔靜脈inferior vena cava, 腹主動脈abdominal aorta, 腎kidney及其他腹部超音波abdominal others在內）,兒童加成項目。
19002B,0001307,20040701,29101231,Intra-operative echo,術中超音波,
19003C,0000450,20060101,29101231,Gvnecologic ultrasound,婦科超音波,1.不含杜卜勒檢查及立體組像。2.不得同時申報19011C。
19004C,0000240,19950301,29101231,Echo for sinus,鼻竇超音波檢查,
19005C,0000600,20131001,29101231,Echo for others,其他超音波,1.本節未列之超音波檢查，得以本項申報2.兒童加成項目。
19007B,0001302,20040701,29101231,Ultrasonic guidance for needle placement(eg, biopsy, aspiration, injection),超音波導引(為組織切片，抽吸、注射等),1.實施超音波導引下組織切片、抽吸、注射，除申報本項外，應再加報第二章第一節第二十二項診斷穿刺。2.兒童加成項目。
19008B,0001430,20031201,29101231,Sono guided intrahepatic drug injection,超音波導引下肝內藥物注入治療,
19009C,0000643,20120101,29101231,Abdominal ultrasound, for follow-up,腹部超音波，追蹤性,兒童加成項目。
19010C,0000550,20060101,29101231,Obstetric ultrasound,產科超音波,1.不含杜卜勒檢查及立體組像。2.不得同時申報19011C。
19011C,0001500,20060101,29101231,Fetal biophysical profile,高危險妊娠胎兒生理評估,1.不含杜卜勒檢查及立體組像。2.不得同時申報18013C、18014C、18035B、19003C、19010C。3.適應症：(1)各種高危險妊娠情況：子宮內胎兒生長遲滯(IUGR)、糖尿病(DM)、妊娠高血壓症(含慢性高血壓與子？前症)、羊水過多症、其他高危險妊娠狀況等。(2)胎兒篩檢結果不正常：非反應性NST、陽性OCT、產科超音波檢查發現先天胎兒異常、杜卜勒超音波檢查發現胎兒臍帶血流異常及胎兒血管血流異常等。4.胎兒生理評估為確認胎兒窘迫的檢查，在妊娠期間之檢查次數以兩次為限。
